precision,recall,f1-score,support
0.2680115273775216,0.2569060773480663,0.2623413258110014,724.0
0.7399710004833253,0.7508582638548308,0.7453748782862708,2039.0
0.6214259862468332,0.6214259862468332,0.6214259862468332,0.6214259862468332
0.5039912639304235,0.5038821706014486,0.5038581020486361,2763.0
0.616301562000299,0.6214259862468332,0.6188036542572823,2763.0
